Species;EMCF01;EMCF02;EMCF03;EMCF04;EMCF05;EMCF06;EMCF09;EMCF10;EMCF13;EMCF14;EMCF16;EMCF17;EMCF18;EMCF19;EMCF21;EMCF22;EMCF25;EMCF26;EMCF27;EMCF28;EMCF29;EMCF30;EMCF31;EMCF32;EMCF33;EMCF34;EMCF35;EMCF36;EMCF37;KGCF01;KGCF02;KGCF03;KGCF04;KGCF05;KGCF07;KGCF13;KGCF14;KGCF15;KGCF16;KGCF17;KGCF18;KGCF19;KGCF21;KGCF22;KGCF24;KGCF25;KGCF26;KGCF27;KGCF28;KGCF29;KGCF30;KGCF32;KGCF33;KGCF35;KGCF36;KGCF37;KGCF38;KGCF39;KGCF40;KGCF41;KGCF42;KGCF44;KGCF45;KGCF46;KGCF47;KGCF48;KGCF49;KGCF50;KGCF51;KGCF52;KGCF53;KGCF55;KGCF56;KGCF57;KGCF58;MCF01s1;MCF02s1;MCF03s1;MCF04s1;MCF05s1;MCF06s1;MCF07s1;MCF08s1;MCF09s1;MCF10s1;MCF11s1;MCF13s1
NC_015675.1_Mesorhizobium_opportunistum_WSM2075__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00057;0;0.00021;0;0.00025;0;0;0;0.00006;0;0.00007;0;0;0;0;0;0;0;0.00078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007
NC_002942.5_Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1__complete_sequence;0;0.00005;0;0;0.00074;0.00015;0;0.00018;0;0;0.00042;0;0;0;0;0;0;0.00019;0;0;0;0;0.00008;0.00005;0;0.00086;0;0;0;0.00022;0;0;0.00034;0;0;0;0;0;0.00087;0;0;0.00007;0;0.00084;0;0.00037;0.00129;0.00065;0;0;0;0;0.00069;0;0;0;0;0;0.01365;0;0;0;0;0;0;0;0;0.00439;0.00295;0;0;0;0.00014;0;0.0012;0;0;0;0;0.00018;0.00012;0;0;0;0;0.00014;0
NC_014652.1_Caldicellulosiruptor_hydrothermalis_108__complete_sequence;0;0;0;0.00009;0;0.00018;0;0.00022;0.0003;0;0;0;0;0;0.00367;0;0;0.00057;0;0;0;0;0;0.00009;0;0.00159;0;0;0;0.00027;0;0;0;0.00081;0;0;0;0;0;0.01137;0;0;0.0011;0.00232;0;0.00134;0.00527;0.00161;0.00088;0.0004;0;0;0;0.00024;0.00018;0;0;0;0.00279;0;0.00211;0;0;0;0;0.00113;0;0.00147;0;0;0;0;0;0;0.00049;0;0;0;0;0.00067;0;0;0;0;0.00005;0;0
NZ_CP020618.1_Staphylococcus_hominis_subsp._hominis_strain_K1_chromosome__complete_genome;0;0.00028;0.00122;0.00033;0.01064;0.00246;0.02331;0.00296;0;0.0005;0.00442;0.00106;0.00025;0.00021;0.00141;0.00038;0.00031;0.00098;0.00543;0.01421;0.01656;0.00027;0.00088;0.00083;0.00049;0.0088;0.00219;0.00016;0.00014;0.00033;0.01342;0;0.19776;0.00612;0.00097;0.00481;0.01993;0.01633;1.61876;0.33548;1.91205;0.00103;0.05126;0.02349;0.01428;0.00881;0.04146;0.01357;0.07793;0.00331;0.00021;5.18972;0.02281;0.0108;0.03266;0.00418;0.01988;0.04379;0.18175;0.1942;0.39415;0.02822;0.18564;19.36347;0.00127;0.00555;0.00506;0.02529;0.01337;0.0024;0.00328;0.00662;0.00032;0.00335;0.01266;0.11576;0.05092;0;0.00106;0.00137;0.00178;0.00204;1.25547;0.00111;0.00018;0.00108;0.002
NZ_CP025546.1_Mycobacterium_paragordonae_strain_49061_chromosome__complete_genome;0;0;0;0;0.00009;0.0003;0.00781;0.00027;0;0;0;0;0;0;0.00009;0;0;0.00009;0;0;0.00024;0;0.00004;0.00001;0;0.00076;0;0;0;0;0;0;0;0;0;0.0014;0;0;0;0.0936;0.00739;0;0.0003;0;0.00042;0.00055;0.00499;0.00033;0.00047;0.00025;0;0;0.00017;0.00015;0.00007;0.00006;0.0002;0;0.00115;0;0;0;0.01116;0.0036;0;0.00155;0;0;0;0;0;0.00042;0;0;0.0002;0;0;0;0;0.00046;0;0;0;0;0;0;0
NC_017043.1_Rickettsia_montanensis_str._OSU_85_930__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_014216.1_Desulfurivibrio_alkaliphilus_AHT_2__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00021;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00382;0.05084;0;0.00008;0.00033;0;0.00091;0.00401;0.00236;0;0.00023;0.00107;0;0;0;0.00207;0;0.00013;0.00263;0;0.00249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP005960.1_Pseudomonas_mandelii_JR_1_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00001;0;0;0;0;0;0.00006;0;0;0.00136;0.00033;0;0;0;0;0;0;0;0;0;0;0.00025;0.00073;0.00022;0;0.00181;0;0;0;0;0.0001;0.00066;0;0;0.00007;0;0;0.00043;0;0;0;0;0.00015;0;0;0;0.00011;0;0;0;0;0;0.00001;0;0;0;0;0;0.00008;0;0;0;0;0
NZ_CP027242.1_Peptostreptococcaceae_bacterium_oral_taxon_929_strain_W2294_chromosome__complete_genome;0;0.00077;0.00139;0.00386;0.03638;0.00795;0.12759;0.11175;0;0.00085;0.13859;0.00258;0;0;0.06452;0;0.00021;0.00785;0.00297;0.04832;0.00296;0.00803;0.01935;0.00088;0.00112;0.01694;0.04623;0.00288;0.00113;0.0134;0.00602;0.00074;0.01119;0.01312;0;0.00922;0.53179;0.00713;0.04675;0.34429;0.09056;0.00141;0.05783;0.07644;0.01817;0.09043;0.14536;0.04051;0.05034;0.01945;0.00501;0.01766;0.05249;0.02114;0.18668;0.00762;0.03379;0.00014;0.8071;0.15624;0.00532;0.04583;0.24099;0;0;0.315;0;0.11369;0.67666;0.07444;0.0015;0.01854;0.00279;0.00092;0.08412;0.00025;0;0;0.00289;0.00938;0.01925;0.01502;0;0.00701;0.00106;0.03344;0.05439
NZ_CP035686.1_Vibrio_metoecus_strain_2011V_1169_chromosome_1__complete_sequence;0;0;0;0.00017;0.00065;0.00139;0;0.00021;0;0.00058;0.00024;0.00012;0;0;0.00066;0;0;0.00011;0;0;0;0;0;0.00012;0;0.00051;0.00062;0.00025;0;0;0;0;0.00079;0.00141;0;0;0.0425;0;0;0;0;0.0008;0.00209;0.00025;0.00019;0.00085;0.00402;0.00077;0.00157;0.00067;0;0;0.00161;0.00151;0;0;0.00187;0;0.01862;0.00379;0.00201;0.00061;0.00738;0;0;0.00215;0;0.0056;0;0;0;0.00024;0;0;0.0028;0;0;0;0.00022;0.00021;0.00014;0;0;0.00021;0;0.00017;0.00201
NZ_CP019401.1_Planococcus_faecalis_strain_AJ003_chromosome__complete_genome;0;0;0.00013;0;0;0.00014;0;0;0;0;0;0;0;0;0.00546;0;0;0.0009;0;0;0;0;0;0.00002;0;0;0;0.00073;0;0.00011;0;0;0;0.00032;0;0.00041;0.00321;0;0;0;0;0.00007;0.00319;0;0;0;0.00668;0.00048;0.0006;0.00039;0.00003;0;0.00033;0.00029;0;0.00011;0.00233;0;0.02432;0;0;0;0;0;0;0.0003;0;0.00466;0;0;0;0;0;0;0;0;0;0;0;0;0.00011;0;0;0;0;0;0
NC_004718.3_SARS_coronavirus_Tor2__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP043026.1_Spiroplasma_chinense_strain_CCH_chromosome__complete_genome;0;0;0;0.00036;0.00046;0.00037;0;0.00177;0;0;0.00208;0;0;0;0.00464;0;0;0.00069;0;0.002;0;0;0;0;0;0;0;0;0;0.00136;0;0;0.03446;0;0;0.00106;0.06556;0;0.01729;0;0.01209;0;0.00222;0.00365;0;0;0.00639;0.00041;0;0;0;0;0.00284;0.00148;0.02668;0.00029;0.03269;0;0.02256;0.00758;0;0.0026;0.01174;0;0;0.00152;0;0.00396;0.00733;0.009;0.0006;0.00207;0.00035;0;0.00248;0;0;0;0.00016;0;0;0;0;0.00023;0;0.00178;0.00164
NC_012108.1_Desulfobacterium_autotrophicum_HRM2__complete_sequence;0;0;0;0;0.00023;0.00009;0;0.00011;0;0;0.00013;0.00003;0;0;0.00011;0;0;0.00006;0;0;0;0.00006;0;0.00003;0;0.00013;0;0.00007;0;0;0;0;0;0.00027;0;0.00013;0.00402;0;0.00053;0;0;0;0.00018;0;0.0001;0.00133;0.00131;0.0001;0.00019;0.00059;0;0;0.00007;0.00042;0;0;0.00097;0;0;0;0;0;0.00192;0;0;0.00019;0;0;0.0018;0;0;0;0;0;0;0;0.00014;0;0;0;0;0.0001;0;0;0;0;0
NC_021362.1_Bacillus_paralicheniformis_ATCC_9945a__complete_sequence;0;0;0;0.00006;0.00043;0.00012;0;0;0;0;0;0;0;0;0.00465;0;0;0;0;0;0;0;0;0;0.00008;0;0;0;0;0.00009;0;0;0.00132;0.00009;0;0.00017;0;0;0.00068;0;0;0.00011;0.00023;0.00049;0.00026;0.00028;0.00267;0.00025;0.0004;0.00006;0.00005;0;0.00027;0;0;0;0.00031;0;0.00177;0;0;0;0;0;0;0.00048;0;0.00031;0.00229;0;0;0;0;0;0;0;0;0;0.00005;0;0;0;0;0;0;0;0
NC_022737.1_Staphylococcus_pasteuri_SP1__complete_sequence;0;0;0.00036;0.00019;0.00148;0;0;0.00024;0.00032;0.00022;0.00111;0;0;0;0.00025;0.00011;0.00014;0.00025;0;0.00179;0.0019;0;0.00011;0.0008;0;0.00344;0.0014;0.00014;0;0;0.0002;0;0.01304;0;0;0;0.01754;0;0.0613;0.0123;0.03884;0.00018;0.00317;0.0014;0.00243;0.00145;0.00399;0.00478;0.0026;0.00054;0;0.00243;0.00167;0.00119;0.00352;0.00046;0.00053;0.00028;0.00302;0.0105;0.00685;0.00348;0.00838;0.05674;0;0.00326;0.00066;0.00265;0.01176;0.0003;0.00064;0.00111;0;0.00059;0.00212;0.00003;0;0;0;0;0.00016;0.00112;0.00349;0;0;0;0.00193
NC_017449.1_Francisella_hispaniensis__complete_sequence;0;0;0;0;0;0.00155;0;0.00124;0;0;0;0;0;0;0;0;0;0.00016;0;0;0.00083;0;0;0;0;0;0;0;0;0.00019;0.00027;0;0.00059;0;0.00045;0.00037;0.01154;0;0.00152;0.01619;0.00852;0.00048;0.00104;0.00184;0.00145;0;0;0;0.00018;0.00028;0;0;0;0.00069;0.00077;0;0;0.00012;0.00397;0;0;0;0.00276;0;0;0;0;0;0.00516;0;0;0;0;0;0.0007;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP017641.1_Fuerstia_marisgermanicae_strain_NH11_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0.00016;0;0;0;0;0;0;0.00011;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00008;0;0.00008;0.00126;0;0;0;0.00372;0;0.00023;0.00048;0.00019;0.00014;0.00115;0;0.00016;0.00003;0.00001;0;0.00026;0;0.00011;0;0.00076;0;0;0;0;0;0;0;0;0;0;0;0.00113;0;0;0.00008;0;0;0.00015;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP015579.1_Tatumella_citrea_strain_DSM_13699_chromosome__complete_genome;0;0;0;0.00005;0.00014;0.00045;0;0;0;0;0.00016;0;0;0;0.00383;0;0;0;0;0.00285;0;0.00007;0;0;0;0;0.0001;0.00008;0;0.00008;0;0;0;0.00008;0;0;0;0;0;0;0.00369;0;0.00023;0.00143;0.00013;0.00028;0.0013;0.00012;0.00047;0.00006;0;0;0;0.00008;0;0;0;0;0.00861;0;0;0;0;0;0;0.0007;0;0.00151;0;0;0;0;0;0;0.00015;0.00002;0;0;0;0.00014;0;0;0;0;0;0;0
NZ_CP012024.1_Bacillus_smithii_strain_DSM_4216_chromosome_1__complete_sequence;0;0;0.00014;0.00007;0.00037;0.00015;0;0.00108;0;0;0.0019;0.00005;0;0;0;0;0;0;0;0.00353;0;0;0.00025;0;0;0.00153;0;0;0.00018;0.00022;0.00015;0;0.00068;0.00066;0;0.003;0.04999;0;0.00439;0.1122;0;0.00014;0.0015;0.00021;0.00134;0.00405;0.00477;0.00231;0.00156;0.00148;0;0.00062;0.00092;0.00331;0.00253;0.00035;0.01088;0;0.01835;0.00109;0;0.00071;0.02706;0;0;0.00216;0;0.00403;0.00596;0;0.00024;0;0.00014;0;0.00081;0;0;0;0.00026;0.00037;0;0.00034;0;0;0;0.00072;0.0012
NZ_CP058307.1_Avibacterium_paragallinarum_strain_AVPG2015_chromosome__complete_genome;0;0.00025;0.00072;0.0057;0.01843;0.00796;0.04149;0.00741;0;0.00011;0.01179;0.00094;0;0;0.05075;0.00214;0;0.00623;0;0.06718;0.00897;0.01481;0.00178;0.00071;0.00015;0.00928;0.00336;0.00101;0.00025;0.00162;0.00041;0.00019;0.01592;0.00088;0.00086;0.00285;0.00887;0;0.00468;0.06219;0.05235;0.00055;0.18644;0.0274;0.00268;0.01519;0.12162;0.02963;0.02155;0.00425;0.00064;0;0.00969;0.00147;0.0002;0.00263;0.07397;0;0.05798;0.03186;0.01154;0.00211;0.05294;0;0;0.06664;0.00017;0.08572;0.09911;0.00091;0;0.0014;0.00124;0.00298;0.02333;0;0;0;0.00231;0;0.0019;0.00364;0;0.00074;0.00037;0.00481;0.00995
NC_014722.1_Paraburkholderia_rhizoxinica_HKI_454__complete_genome;0;0.00006;0;0;0;0;0;0;0;0;0.00077;0.00086;0;0;0;0;0;0;0;0;0;0.00201;0;0.00006;0;0.00107;0.00081;0.00026;0;0.00014;0;0;0;0.00014;0;0.00315;0;0;0;0;0;0;0;0;0.00082;0.0009;0.00053;0;0;0.0001;0;0;0;0;0;0.00014;0;0;0;0;0;0;0.00195;0;0;0.00038;0;0.01034;0.0255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00005;0;0
NZ_AP021861.1_Lacipirellula_parvula_strain_PX69;0;0;0;0.00007;0;0;0;0.00035;0;0;0.00226;0;0;0;0.00009;0;0;0;0;0.00013;0.00047;0;0;0.00006;0;0.00074;0.00039;0;0;0;0;0;0.00067;0;0;0;0;0.00011;0;0;0;0.00003;0.00263;0.00527;0.00179;0.00018;0.00295;0.00064;0.00152;0.00012;0.00007;0.0009;0.00129;0.0002;0.00087;0;0;0;0.00558;0.00071;0.00169;0.00034;0.00387;0;0;0.00707;0;0.0002;0;0.00022;0;0;0;0;0.00167;0;0;0;0.00016;0;0.00006;0.00033;0;0;0;0;0
NZ_CP018845.1_Herbaspirillum_robiniae_strain_AA6_chromosome__complete_genome;0;0;0;0;0.00046;0;0;0;0;0;0.00026;0.00025;0;0;0.00012;0;0;0.00006;0;0;0.0003;0;0;0;0.0002;0;0.00008;0;0;0;0;0;0;0;0;0.0004;0;0;0;0;0;0;0;0;0.00093;0.00023;0.0008;0.0001;0.00058;0;0;0.00076;0.00007;0.00012;0;0;0;0.00004;0;0;0;0;0;0;0;0;0;0;0;0.00014;0;0;0;0.00014;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_008639.1_Chlorobium_phaeobacteroides_DSM_266__complete_genome;0;0;0;0;0.0002;0.00016;0;0.00019;0;0;0;0;0;0;0;0.00009;0;0.00201;0;0;0;0;0;0.00003;0;0.00047;0;0;0;0.00084;0;0;0;0.00012;0;0.00277;0.29378;0;0.02362;0;0;0.0003;0.00097;0;0.00036;0.00079;0.00093;0.00071;0.00112;0.0022;0.00004;0;0.00025;0.00011;0;0;0.00087;0;0.00986;0;0;0.00019;0.01369;0;0;0;0;0;0;0;0.0021;0;0.00008;0.00024;0.00022;0;0;0;0;0;0;0;0;0;0;0;0
NC_015167.1_Cellulophaga_lytica_DSM_7489__complete_sequence;0;0;0;0.00026;0.00201;0.0004;0;0.00113;0;0;0.00529;0.00009;0;0;0.00118;0;0;0.00084;0.00065;0.0017;0.00043;0.00016;0.00022;0.00009;0.0001;0.00214;0.00083;0.00019;0.00008;0.0003;0.00042;0;0.00061;0.00148;0.00023;0.00192;0.02981;0;0.00943;0.01673;0.0088;0.00019;0.0043;0.00456;0.0027;0.00395;0.01628;0.00546;0.00158;0.00125;0.00062;0.00993;0.00259;0.00305;0.00199;0.00021;0.00793;0;0.04104;0.00227;0.00233;0.00016;0.01424;0;0;0.00553;0;0.0018;0.02133;0;0.00022;0.00038;0.00026;0.0002;0.00613;0;0;0;0.00017;0.00197;0.00011;0.00382;0;0.00025;0;0.00091;0.00179
NC_010321.1_Thermoanaerobacter_pseudethanolicus_ATCC_33223__complete_sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP011975.1_Yersinia_aleksiciae_strain_159_chromosome__complete_genome;0;0;0;0.00006;0;0.00013;0;0;0;0;0.00053;0;0;0;0;0;0;0.00008;0;0;0;0.00023;0.00007;0.00002;0;0;0.00034;0;0;0;0;0;0;0;0;0.00054;0.00281;0.0002;0;0;0.00414;0;0;0;0;0.00031;0.00036;0.00042;0.00612;0;0;0;0.0001;0.00017;0;0;0;0;0.00193;0.00031;0;0.00015;0.00134;0;0;0;0;0.00237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00024;0
NC_025450.1_Lelliottia_phage_phD2B__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ChrI_A_nidulans_FGSC_A4___organism_Aspergillus_nidulans_FGSC_A4___version_2015_10_04___length_3759208___SO_chromosome;0;0;0;0;0.00017;0;0;0;0;0;0.00057;0;0;0;0.00068;0;0;0;0;0.00024;0;0;0;0.00002;0;0;0;0;0.00008;0;0;0;0.00061;0;0;0;0;0;0;0;0.00441;0;0;0.00019;0.00015;0;0.00078;0;0.00009;0;0;0;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00022;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00004;0;0
NZ_CP015588.1_Streptomyces_alfalfae_strain_ACCC40021_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00001;0;0;0;0;0;0;0;0;0;0;0
NZ_CP007770.1_Campylobacter_insulaenigrae_NCTC_12927_chromosome__complete_genome;0;0;0;0;0;0.00069;0;0.00124;0;0;0.00485;0;0;0;0.02302;0;0;0.0028;0;0.00062;0;0.00105;0;0.00012;0.00075;0.00301;0;0.00075;0;0.00077;0;0;0;0.00025;0;0.00247;0.03832;0;0.09498;0.1505;0;0.00032;0.01591;0.00098;0.00193;0.00762;0.07372;0.00607;0.00287;0.0017;0;0;0;0.00115;0.00137;0;0.03521;0.00016;0.03165;0.00167;0.00199;0.00041;0.05125;0;0;0.00427;0;0.0037;0.03426;0.00053;0.00168;0.00533;0.00066;0.00052;0.00464;0;0;0;0.0003;0.00422;0;0;0;0;0.00018;0.00033;0
NZ_LR134173.1_Legionella_cherrii_strain_NCTC11976_chromosome_1;0;0.00004;0.00037;0;0;0.00054;0;0.00032;0;0;0.00057;0;0;0;0;0;0.00038;0.00025;0;0;0;0.00049;0;0.00005;0.0001;0.00059;0;0;0.00008;0;0;0;0;0;0;0.00078;0.02709;0;0.00318;0;0;0.00012;0.00054;0.00038;0.00045;0.00299;0.00352;0.00045;0.00066;0;0.00003;0;0.00052;0;0;0;0.00218;0;0.00414;0.00033;0;0;0.00288;0;0;0;0;0.00036;0.00269;0;0;0.00038;0;0;0.00091;0;0.00014;0;0.00006;0.00017;0;0;0;0;0.00011;0;0.00036
NZ_CP018728.1_Xanthomonas_hortorum_pv._gardneri_strain_JS749_3_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00006;0;0;0;0;0;0.00003;0;0;0;0;0;0.00116;0;0;0.00022;0;0;0;0.00218;0.00008;0;0;0;0;0;0;0.00011;0.00024;0.00028;0.00032;0.0002;0.00011;0;0.0004;0.00015;0.00039;0.0001;0;0.00053;0;0;0;0.00057;0;0;0;0;0;0.00008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0
NC_004337.2_Shigella_flexneri_2a_str._301_chromosome__complete_genome;0;0;0;0;0;0;0;0;0;0;0.00015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009;0.00016;0;0;0;0.00684;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007;0;0;0;0;0;0;0;0.00103;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;0;0;0;0.00025;0.00019;0;0;0;0
NZ_CP016282.1_Cryobacterium_arcticum_strain_PAMC_27867_chromosome_1__complete_sequence;0;0;0;0;0;0.00012;0.01258;0.00232;0;0;0;0.00004;0;0;0;0;0;0.00015;0;0.00175;0;0;0;0.00006;0;0.00035;0;0;0;0.00009;0;0;0;0.00009;0;0.00069;0.00807;0;0.00142;0;0;0;0.00024;0.00017;0.00095;0;0.00035;0;0.00126;0.0006;0.00003;0.001;0.00019;0.00049;0.00048;0;0.00293;0;0.00185;0;0;0;0;0;0;0.00025;0;0;0;0;0;0.00017;0;0;0;0;0.00006;0;0;0;0;0;0;0;0;0.00012;0
NZ_CP012366.1_Enterococcus_durans_strain_KLDS_6.0933_chromosome__complete_genome;0;0.00022;0.00016;0.00256;0.0055;0.00211;0.03665;0.01436;0;0.0001;0.01116;0.00077;0;0.00011;0.03129;0;0.00012;0.00858;0;0.06062;0.00566;0.0015;0.00059;0.00197;0.00026;0.01153;0.00578;0.0028;0.00043;0.00078;0.01146;0;0.00884;0.00286;0.0003;0.02194;0.37987;0.00041;0.12909;1.29644;0.51443;0.00065;0.02403;0.0247;0.0061;0.01645;0.06262;0.02268;0.0144;0.00347;0.0002;0.00217;0.01141;0.00436;0.02847;0.00232;0.00615;0.00058;0.15903;0.02558;0.03771;0.00808;0.26188;0.04222;0.00014;0.03851;0.0025;0.0814;0.60577;0.00188;0.01088;0.02031;0.00169;0.00132;0.02653;0.01623;0;0;0.00053;0.01078;0.0007;0.00241;0;0.00044;0.00174;0.00187;0.00832
NC_002678.2_Mesorhizobium_japonicum_MAFF_303099__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00024;0;0.00021;0;0.00015;0.00004;0;0;0;0;0.00021;0;0;0;0;0;0;0;0.00991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_021921.1_Halorhabdus_tiamatea_SARL4B__complete_genome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00022;0;0;0;0;0;0.00003;0;0;0;0;0.00011;0;0;0;0.00041;0.00013;0;0;0;0;0;0;0;0;0;0;0.0002;0.00044;0.00052;0;0;0.0001;0;0;0;0.00024;0.00018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NZ_CP060724.1_Weissella_diestrammenae_strain_KACC_16890_chromosome__complete_genome;0;0.00029;0.00028;0.00074;0.00152;0.00061;0;0;0;0;0.00043;0.0001;0;0;0.00038;0;0;0.00038;0;0.00055;0.00196;0.00056;0.00017;0.00057;0;0.00044;0;0;0.00019;0;0;0;0.00208;0;0;0.00349;0.05413;0.00047;0.06067;0;0;0.0007;0.00244;0.00259;0.00034;0.00224;0.01671;0.00301;0.00232;0.00067;0.00035;0.0025;0.00117;0.00143;0.00241;0.00047;0.00082;0;0.01863;0.00737;0.01056;0.00036;0.02586;0;0;0.00879;0;0.00899;0.0242;0.00046;0.00099;0.00257;0.00015;0.00046;0.00205;0.00008;0;0;0;0.00037;0.00024;0;0;0.00019;0;0.00088;0
NC_014925.1_Staphylococcus_pseudintermedius_HKU10_03__complete_sequence;0;0;0;0.00009;0.00651;0.00096;0;0.00347;0;0;0.00163;0.00013;0;0;0.00049;0;0.00027;0;0.00094;0.00839;0.00248;0.00012;0.00011;0;0.00014;0;0.00034;0;0.00012;0.00029;0;0;0.00044;0.00085;0;0.00249;0.01287;0;0.00905;0.07221;0.1203;0.00053;0.00271;0.00219;0.00086;0.00711;0.01785;0.00106;0.00294;0.00021;0.00018;0.01587;0.0006;0.00207;0.00325;0;0.00156;0.00054;0.07381;0.00187;0.00112;0.00318;0.0082;0.03392;0;0.00398;0.00032;0.0114;0.03452;0;0.00125;0.0019;0;0;0.00078;0.00046;0.0002;0;0;0.00024;0;0.00044;0;0;0.00005;0.00056;0.00017
NC_007498.2_Pelobacter_carbinolicus_DSM_2380__complete_sequence;0;0;0.00012;0.00027;0;0;0;0;0;0;0.00019;0;0;0;0;0;0;0.00017;0;0;0;0.00008;0;0;0;0;0;0.0001;0;0;0.00043;0;0;0.0001;0;0.0002;0;0;0.00081;0;0;0.00006;0.00083;0.0002;0.00077;0.00034;0.00239;0;0.00038;0.0003;0;0;0;0.00074;0;0;0.00074;0;0.00211;0;0;0.00016;0;0;0;0;0;0;0;0;0;0.00019;0;0;0.00074;0;0;0;0;0;0;0;0;0;0;0.00146;0
NC_008255.1_Cytophaga_hutchinsonii_ATCC_33406__complete_sequence;0;0;0.00021;0.00011;0.00043;0.00159;0.01185;0.00232;0;0;0.00369;0.00004;0.00003;0;0.00804;0;0.00008;0.001;0.00055;0.00021;0;0.00076;0.00006;0.00023;0;0.00182;0.00061;0.00074;0.00007;0.00067;0;0.00006;0.00078;0.00067;0.0002;0.00375;0.06585;0;0.01469;0.01421;0.00374;0.00016;0.00594;0.00274;0.00293;0.0056;0.0135;0.00276;0.00189;0.00286;0.00008;0;0.00149;0.00465;0.00056;0.00027;0.01164;0;0.07147;0.00193;0;0.0004;0.01331;0;0;0.00376;0;0.00857;0.02038;0.00035;0;0.00288;0;0.00017;0.0026;0.00002;0;0;0.0002;0.00014;0.00036;0.00026;0;0.00021;0.00024;0;0.00091
